"","K543R.bam","K544R.bam","K545L.bam","K546R.bam","V541L.bam","V542L.bam","V548L.bam","V550L.bam"
"ENSRNOG00000055093",399,463,386,397,316,358,353,352
"ENSRNOG00000013190",608,739,663,989,705,571,763,822
"ENSRNOG00000057484",1,0,0,0,0,0,0,0
"ENSRNOG00000052521",0,0,0,0,0,0,0,0
"ENSRNOG00000013194",690,930,796,1021,832,723,893,809
"ENSRNOG00000060227",0,0,0,0,0,0,0,0
"ENSRNOG00000039255",0,0,0,0,0,0,0,0
"ENSRNOG00000013374",0,0,0,0,0,0,0,0
"ENSRNOG00000033901",0,0,0,0,0,1,0,0
"ENSRNOG00000047027",4,3,0,5,1,8,2,1
"ENSRNOG00000053284",0,0,0,0,0,1,0,0
"ENSRNOG00000023753",2073,2344,2044,2173,1690,1914,2178,2534
"ENSRNOG00000051938",16,19,32,23,26,27,19,26
"ENSRNOG00000058564",8,9,9,11,1,7,9,16
"ENSRNOG00000056439",0,0,0,0,3,0,0,1
"ENSRNOG00000054756",0,0,0,0,0,0,0,0
"ENSRNOG00000052956",0,0,0,0,0,0,0,0
"ENSRNOG00000059551",1,1,0,0,0,1,0,0
"ENSRNOG00000051553",86,94,78,104,75,95,68,94
"ENSRNOG00000059913",0,0,0,0,0,0,0,0
"ENSRNOG00000055136",1,1,0,0,0,0,0,0
"ENSRNOG00000053004",0,0,0,0,0,0,0,0
"ENSRNOG00000061719",0,0,0,0,0,0,0,0
"ENSRNOG00000060438",36,40,54,50,39,32,45,36
"ENSRNOG00000055577",0,0,0,0,0,0,3,1
"ENSRNOG00000046250",116,109,129,114,88,107,109,170
"ENSRNOG00000052093",3,1,0,1,0,0,0,0
"ENSRNOG00000054056",3,0,3,2,2,0,0,1
"ENSRNOG00000030145",0,1,0,0,0,0,0,2
"ENSRNOG00000055830",0,0,0,0,0,0,0,0
"ENSRNOG00000052700",0,0,0,0,0,0,0,0
"ENSRNOG00000059261",0,0,0,0,0,0,0,0
"ENSRNOG00000057320",0,0,0,0,0,0,0,0
"ENSRNOG00000054834",0,0,0,0,0,1,0,0
"ENSRNOG00000013671",0,0,0,0,0,0,0,0
"ENSRNOG00000022921",31,28,30,34,28,34,37,17
"ENSRNOG00000014166",0,0,0,0,0,0,0,0
"ENSRNOG00000061057",0,0,0,0,0,0,0,0
"ENSRNOG00000010529",57,26,23,35,72,29,127,61
"ENSRNOG00000058989",0,0,0,0,0,0,0,0
"ENSRNOG00000061383",0,0,0,0,0,0,0,0
"ENSRNOG00000015609",19,30,7,19,7,11,13,4
"ENSRNOG00000059948",0,1,0,0,0,2,0,0
"ENSRNOG00000055517",0,1,0,0,0,0,0,0
"ENSRNOG00000053938",0,1,0,0,0,0,0,0
"ENSRNOG00000058803",0,2,0,0,0,0,0,0
"ENSRNOG00000060933",0,0,0,0,0,0,0,0
"ENSRNOG00000051787",0,0,0,0,0,0,0,0
"ENSRNOG00000015597",556,637,619,700,710,658,732,834
"ENSRNOG00000061312",1029,1122,773,1012,964,951,1117,1097
"ENSRNOG00000015293",11,12,12,5,9,8,8,6
"ENSRNOG00000015230",923,1225,965,1202,884,879,935,833
"ENSRNOG00000059984",79,74,81,59,153,142,83,71
"ENSRNOG00000058790",671,822,788,1002,795,966,993,979
"ENSRNOG00000001488",2234,2821,2002,2339,2564,2421,2451,2920
"ENSRNOG00000001489",295,322,345,368,358,310,393,333
"ENSRNOG00000001490",469,615,467,640,518,503,533,488
"ENSRNOG00000021493",91,107,102,83,78,97,89,79
"ENSRNOG00000056729",1,2,0,0,0,0,0,0
"ENSRNOG00000014434",982,1123,915,1073,906,1017,1247,1564
"ENSRNOG00000048190",170,218,212,211,179,209,196,124
"ENSRNOG00000052286",0,0,0,0,0,0,0,0
"ENSRNOG00000061593",0,0,0,0,0,0,0,0
"ENSRNOG00000056478",1552,1712,1612,1605,1299,1018,1159,1179
"ENSRNOG00000057242",0,0,0,0,0,0,0,0
"ENSRNOG00000012692",371,490,337,445,524,441,492,556
"ENSRNOG00000012988",2,7,0,0,7,2,7,1
"ENSRNOG00000047387",398,471,373,439,221,415,498,624
"ENSRNOG00000035654",1,3,5,0,2,0,0,1
"ENSRNOG00000035453",0,0,3,0,0,0,1,0
"ENSRNOG00000035572",0,1,0,0,0,0,0,0
"ENSRNOG00000039076",183,212,184,202,208,157,171,151
"ENSRNOG00000010994",5,11,4,8,10,5,8,9
"ENSRNOG00000011174",0,0,0,0,0,0,0,0
"ENSRNOG00000060169",0,0,0,0,0,0,0,0
"ENSRNOG00000042605",0,0,0,0,0,0,0,0
"ENSRNOG00000045732",0,0,0,0,0,0,0,0
"ENSRNOG00000052154",0,0,0,0,0,0,0,0
"ENSRNOG00000061043",0,0,0,0,0,0,0,0
"ENSRNOG00000011234",35,30,36,46,43,28,45,55
"ENSRNOG00000051757",0,0,0,0,0,0,0,0
"ENSRNOG00000054409",0,0,0,0,0,0,0,0
"ENSRNOG00000052260",0,1,0,0,3,1,0,2
"ENSRNOG00000060271",0,0,0,0,0,0,0,0
"ENSRNOG00000055538",0,0,0,0,0,0,0,0
"ENSRNOG00000056833",0,0,0,0,0,0,0,0
"ENSRNOG00000047498",0,0,0,0,0,0,0,0
"ENSRNOG00000011282",4691,5904,4570,5782,4805,4668,5838,5638
"ENSRNOG00000050623",0,0,0,0,0,0,0,0
"ENSRNOG00000060596",0,0,0,0,0,0,0,0
"ENSRNOG00000059492",368,469,424,438,305,327,350,378
"ENSRNOG00000032996",0,0,0,0,0,0,0,0
"ENSRNOG00000028807",0,0,0,0,0,0,0,0
"ENSRNOG00000060716",0,0,0,0,0,0,0,0
"ENSRNOG00000052406",113,212,161,256,197,192,215,195
"ENSRNOG00000051578",131,172,168,157,178,153,179,188
"ENSRNOG00000042347",94,93,94,121,88,81,115,106
"ENSRNOG00000042826",122,158,110,153,100,107,95,147
"ENSRNOG00000060256",0,2,1,2,0,0,0,1
"ENSRNOG00000058436",98,114,109,111,94,115,113,119
"ENSRNOG00000043341",73,64,55,68,75,66,92,73
"ENSRNOG00000042547",0,0,0,0,0,0,1,0
"ENSRNOG00000025949",0,0,0,0,0,0,0,0
"ENSRNOG00000047128",0,0,0,0,0,0,0,0
"ENSRNOG00000058030",288,346,306,311,252,293,316,294
"ENSRNOG00000057250",143,211,179,189,128,130,178,180
"ENSRNOG00000051570",97,134,118,122,98,98,99,133
"ENSRNOG00000054919",0,0,0,0,0,0,0,0
"ENSRNOG00000055824",0,0,0,0,0,0,0,0
"ENSRNOG00000047884",266,342,269,249,173,203,249,268
"ENSRNOG00000026569",336,391,419,438,388,379,438,458
"ENSRNOG00000028767",0,0,0,0,1,1,1,0
"ENSRNOG00000051875",0,0,0,0,0,0,0,0
"ENSRNOG00000061533",9,9,5,8,12,9,16,11
"ENSRNOG00000059824",0,0,4,0,0,1,2,0
"ENSRNOG00000055124",10,10,8,18,6,10,4,14
"ENSRNOG00000011675",403,416,354,348,315,269,301,248
"ENSRNOG00000029458",0,0,0,0,0,0,0,0
"ENSRNOG00000058286",0,0,0,0,0,0,0,0
"ENSRNOG00000054736",6,13,13,6,2,4,2,2
"ENSRNOG00000047616",0,0,0,0,0,0,0,0
"ENSRNOG00000060529",1,0,0,0,0,0,0,0
"ENSRNOG00000053825",0,0,0,0,0,0,0,0
"ENSRNOG00000054778",0,0,0,0,0,0,0,0
"ENSRNOG00000056653",0,0,0,0,0,0,0,0
"ENSRNOG00000055843",118,123,91,116,77,79,131,125
"ENSRNOG00000058214",0,0,0,0,0,0,0,0
"ENSRNOG00000057219",0,0,0,0,0,0,0,0
"ENSRNOG00000055529",0,0,0,0,0,0,0,0
"ENSRNOG00000009146",0,0,0,0,1,0,0,0
"ENSRNOG00000058087",0,0,0,0,0,0,0,0
"ENSRNOG00000054954",0,0,1,0,0,0,0,0
"ENSRNOG00000053260",1,0,2,3,0,1,2,1
"ENSRNOG00000058538",0,0,0,2,0,0,0,0
"ENSRNOG00000058909",16605,25551,18249,22671,20991,17816,22166,18388
"ENSRNOG00000055179",942,1156,1108,1196,1275,1090,1201,1129
"ENSRNOG00000052600",728,737,688,635,812,880,1051,898
"ENSRNOG00000059741",2754,3563,3068,3667,2971,2735,3664,3307
"ENSRNOG00000058422",1,0,2,3,0,1,0,1
"ENSRNOG00000059572",1065,1359,1156,1404,1324,1232,1317,1297
"ENSRNOG00000054459",314,321,338,292,313,407,463,443
"ENSRNOG00000061893",260,326,295,310,370,311,323,260
"ENSRNOG00000053234",934,1150,979,1053,1090,1083,1258,1086
"ENSRNOG00000060004",0,0,0,0,0,0,0,0
"ENSRNOG00000061039",467,579,505,608,660,498,698,695
"ENSRNOG00000056098",203,281,222,262,294,290,278,280
"ENSRNOG00000060293",289,322,296,327,315,312,287,379
"ENSRNOG00000055716",3,7,5,1,6,0,3,10
"ENSRNOG00000055796",0,0,0,0,0,0,0,0
"ENSRNOG00000055581",0,0,0,0,0,0,0,0
"ENSRNOG00000057852",99,140,125,106,29,63,69,66
"ENSRNOG00000057848",3,1,4,1,6,3,4,3
"ENSRNOG00000054831",0,0,0,0,0,0,0,0
"ENSRNOG00000056257",311,309,233,232,308,262,240,164
"ENSRNOG00000054371",21,35,37,27,32,23,28,8
"ENSRNOG00000053450",139,180,172,267,203,219,224,268
"ENSRNOG00000053124",0,0,0,0,0,0,0,0
"ENSRNOG00000055798",0,0,0,0,0,0,0,0
"ENSRNOG00000056884",0,0,0,0,0,0,0,0
"ENSRNOG00000060745",1,0,0,0,0,0,0,0
"ENSRNOG00000060612",0,0,0,0,0,0,0,0
"ENSRNOG00000057399",0,0,0,0,0,0,0,0
"ENSRNOG00000057453",0,0,0,0,0,0,0,0
"ENSRNOG00000056886",0,0,0,0,0,0,0,0
"ENSRNOG00000060727",0,0,0,0,0,0,0,0
"ENSRNOG00000051974",0,0,0,0,0,0,0,0
"ENSRNOG00000056469",0,0,0,0,0,0,0,0
"ENSRNOG00000054438",0,0,0,0,0,0,0,0
"ENSRNOG00000048635",0,0,0,0,0,0,0,0
"ENSRNOG00000056036",158,181,134,146,104,115,168,116
"ENSRNOG00000056327",13,15,16,12,6,11,10,28
"ENSRNOG00000057050",2,5,0,0,6,0,8,0
"ENSRNOG00000055298",3,3,17,11,11,8,2,6
"ENSRNOG00000054417",0,0,0,0,0,0,0,0
"ENSRNOG00000048100",0,0,9,0,1,1,4,0
"ENSRNOG00000046198",0,0,0,0,0,8,2,0
"ENSRNOG00000027550",1132,1376,1078,1197,1097,1135,1059,656
"ENSRNOG00000027514",2273,2846,2138,2493,2872,2672,2687,3087
"ENSRNOG00000043328",2855,3580,2802,3501,3273,3035,3196,3475
"ENSRNOG00000027487",6057,7154,5594,7073,8304,7084,8215,8019
"ENSRNOG00000027459",317,397,357,448,409,383,441,400
"ENSRNOG00000019626",5,5,4,1,2,1,1,3
"ENSRNOG00000060429",123,115,144,137,154,134,163,160
"ENSRNOG00000019623",50,66,53,84,73,73,64,59
"ENSRNOG00000027436",214,194,209,307,283,288,283,392
"ENSRNOG00000051968",0,0,0,0,0,0,2,0
"ENSRNOG00000038445",3,6,13,6,11,6,9,10
"ENSRNOG00000019453",8225,10537,8568,11204,9331,8387,9994,8894
"ENSRNOG00000031113",252,251,280,333,333,309,425,462
"ENSRNOG00000031459",320,456,346,496,349,394,457,415
"ENSRNOG00000031328",553,554,578,606,646,644,721,570
"ENSRNOG00000045583",913,1123,982,863,669,553,609,652
"ENSRNOG00000019376",902,1024,877,908,855,946,944,1019
"ENSRNOG00000026861",5,7,0,6,5,8,8,8
"ENSRNOG00000050831",48,53,45,36,41,33,44,31
"ENSRNOG00000047703",0,0,0,0,0,0,0,0
"ENSRNOG00000046317",0,0,0,0,0,0,0,0
"ENSRNOG00000019280",20,24,13,19,8,7,25,9
"ENSRNOG00000019127",333,345,323,500,345,342,429,391
"ENSRNOG00000048663",0,0,0,0,0,0,0,0
"ENSRNOG00000046802",0,0,0,0,0,0,0,0
"ENSRNOG00000049902",0,0,0,0,0,0,0,0
"ENSRNOG00000055247",255,284,227,323,327,275,362,292
"ENSRNOG00000060288",375,441,340,456,453,426,510,418
"ENSRNOG00000033061",0,0,0,0,0,0,0,0
"ENSRNOG00000057670",0,0,0,0,0,0,0,0
"ENSRNOG00000049720",0,0,0,0,0,0,0,0
"ENSRNOG00000049529",0,0,0,0,0,0,0,0
"ENSRNOG00000047370",0,0,0,0,0,0,0,0
"ENSRNOG00000047230",295,312,327,297,198,255,254,225
"ENSRNOG00000031210",0,1,0,0,0,0,0,0
"ENSRNOG00000032062",0,0,0,0,0,0,0,0
"ENSRNOG00000034101",0,0,0,0,0,0,0,0
"ENSRNOG00000032817",0,0,0,0,3,0,0,0
"ENSRNOG00000047429",0,0,0,0,0,0,0,0
"ENSRNOG00000028882",0,0,0,0,0,0,1,0
"ENSRNOG00000052304",0,0,0,0,0,0,0,0
"ENSRNOG00000033483",0,0,0,0,0,0,0,0
"ENSRNOG00000032226",0,0,0,0,0,0,0,0
"ENSRNOG00000059074",0,0,0,0,0,0,0,2
"ENSRNOG00000028877",0,0,0,0,0,0,0,0
"ENSRNOG00000031178",1,0,0,2,1,0,0,0
"ENSRNOG00000019082",1208,1428,1081,1216,1628,1773,1520,1193
"ENSRNOG00000050887",0,0,0,0,0,0,0,0
"ENSRNOG00000029852",0,0,0,0,0,0,0,0
"ENSRNOG00000002628",0,0,0,0,0,0,0,0
"ENSRNOG00000049274",0,0,0,0,0,0,0,0
"ENSRNOG00000047610",0,0,0,0,0,0,0,0
"ENSRNOG00000048033",0,0,0,0,0,0,0,0
"ENSRNOG00000047242",0,0,0,0,0,0,0,0
"ENSRNOG00000046455",125,125,97,123,82,83,134,133
"ENSRNOG00000055229",438,538,415,472,232,452,540,679
"ENSRNOG00000049847",0,0,0,0,0,0,0,0
"ENSRNOG00000049412",0,0,0,0,0,0,0,0
"ENSRNOG00000051882",0,0,0,0,0,0,0,0
"ENSRNOG00000048370",0,0,0,0,0,0,0,0
"ENSRNOG00000062307",14,10,13,41,2,2,12,17
"ENSRNOG00000047540",0,0,0,0,1,0,0,5
"ENSRNOG00000047013",0,0,0,0,0,0,0,0
"ENSRNOG00000042030",0,3,0,2,0,0,0,2
"ENSRNOG00000015707",0,0,0,0,0,0,0,0
"ENSRNOG00000002641",0,0,0,0,0,0,0,0
"ENSRNOG00000015271",306,339,326,358,259,309,347,294
"ENSRNOG00000056113",0,6,0,0,1,3,0,1
"ENSRNOG00000050476",69,61,68,96,56,51,75,66
"ENSRNOG00000060875",0,0,0,0,0,0,0,4
"ENSRNOG00000015598",32,36,25,50,47,26,64,40
"ENSRNOG00000050407",1131,1408,1137,1100,1090,1081,1143,1232
"ENSRNOG00000046153",67,92,51,43,70,60,90,73
"ENSRNOG00000047061",8,19,14,23,12,17,12,15
"ENSRNOG00000022742",135,143,142,172,146,104,149,168
"ENSRNOG00000059513",0,0,0,0,5,0,0,0
"ENSRNOG00000015825",282,352,286,331,416,321,354,249
"ENSRNOG00000015956",256,337,222,279,345,317,371,279
"ENSRNOG00000055983",15,17,6,8,11,10,14,5
"ENSRNOG00000057261",0,0,0,0,0,0,0,0
"ENSRNOG00000046704",0,1,0,0,0,1,2,0
"ENSRNOG00000054183",11,15,10,22,8,10,14,10
"ENSRNOG00000014791",20704,27520,20700,22071,24145,21867,23192,30999
"ENSRNOG00000048353",0,0,0,0,0,0,0,0
"ENSRNOG00000015071",30,41,30,22,38,43,23,40
"ENSRNOG00000061569",0,0,0,0,0,0,0,0
"ENSRNOG00000041209",0,0,0,0,0,0,0,0
"ENSRNOG00000015254",0,0,0,0,0,0,0,0
"ENSRNOG00000041737",0,0,0,0,0,0,0,0
"ENSRNOG00000047512",0,0,0,0,0,0,0,0
"ENSRNOG00000045783",0,0,0,0,0,0,0,0
"ENSRNOG00000015289",0,0,0,0,0,0,0,0
"ENSRNOG00000030070",0,0,0,0,0,0,0,0
"ENSRNOG00000057132",0,0,0,0,0,0,0,0
"ENSRNOG00000042502",14,13,19,13,5,3,16,2
"ENSRNOG00000042777",215,223,220,248,218,205,217,213
"ENSRNOG00000015322",98,102,107,102,78,102,104,68
"ENSRNOG00000051384",12,17,13,32,22,13,25,14
"ENSRNOG00000034184",41,68,52,72,55,92,52,69
"ENSRNOG00000033906",372,402,298,385,350,317,408,393
"ENSRNOG00000049014",0,0,0,0,0,0,0,0
"ENSRNOG00000022129",0,0,0,0,0,0,0,0
"ENSRNOG00000015517",808,1000,875,1100,998,1025,1091,889
"ENSRNOG00000015456",249,313,224,314,336,351,324,230
"ENSRNOG00000022994",0,3,0,0,0,2,0,0
"ENSRNOG00000042719",0,0,0,0,0,0,0,0
"ENSRNOG00000021996",0,0,0,0,0,0,0,0
"ENSRNOG00000038674",0,0,0,0,0,0,0,0
"ENSRNOG00000060136",0,0,1,0,0,1,1,4
"ENSRNOG00000032891",0,0,0,0,0,0,0,0
"ENSRNOG00000036304",0,0,0,0,0,0,0,0
"ENSRNOG00000048505",0,0,0,0,0,0,0,0
"ENSRNOG00000021913",0,0,0,0,0,0,0,0
"ENSRNOG00000035686",0,0,0,0,0,0,0,0
"ENSRNOG00000053141",0,0,0,0,0,0,0,0
"ENSRNOG00000049710",0,0,0,0,0,0,0,0
"ENSRNOG00000033755",0,0,0,0,0,0,0,0
"ENSRNOG00000031899",0,0,0,0,0,0,0,0
"ENSRNOG00000038647",0,0,0,0,0,0,0,0
"ENSRNOG00000058224",0,0,0,0,0,0,0,0
"ENSRNOG00000038644",0,0,0,0,0,0,0,0
"ENSRNOG00000058893",1,0,0,0,0,0,0,0
"ENSRNOG00000032913",1,0,3,1,3,0,2,1
"ENSRNOG00000015743",0,4,0,1,0,0,2,0
"ENSRNOG00000015753",3589,3991,3201,3738,4291,3962,4107,4199
"ENSRNOG00000015914",2803,3041,2708,3097,3216,3050,3459,3536
"ENSRNOG00000015997",209,248,199,220,236,212,208,143
"ENSRNOG00000016274",148,202,166,186,143,124,157,136
"ENSRNOG00000054623",0,1,0,0,0,1,0,0
"ENSRNOG00000016279",311,367,286,356,379,335,331,294
"ENSRNOG00000046037",0,0,0,0,0,0,0,0
"ENSRNOG00000028628",685,747,745,798,761,698,759,602
"ENSRNOG00000016565",191,213,180,305,263,226,283,269
"ENSRNOG00000016574",770,822,718,880,792,777,873,795
"ENSRNOG00000016608",298,383,368,452,495,391,352,366
"ENSRNOG00000042927",0,0,0,0,0,0,0,0
"ENSRNOG00000038625",0,0,0,0,1,0,0,0
"ENSRNOG00000016687",534,758,484,725,351,425,451,205
"ENSRNOG00000042414",42,54,42,62,64,55,64,60
"ENSRNOG00000038622",523,567,438,503,532,528,538,436
"ENSRNOG00000050348",154,191,155,220,179,143,192,119
"ENSRNOG00000016829",6,0,2,0,0,0,0,0
"ENSRNOG00000016877",233,225,159,185,222,229,240,133
"ENSRNOG00000016930",4129,5415,4135,3878,6335,5642,5855,6912
"ENSRNOG00000017127",5569,6995,5652,7497,5997,5826,6291,5768
"ENSRNOG00000017306",502,608,543,752,435,496,578,631
"ENSRNOG00000042528",48,49,40,72,71,79,62,70
"ENSRNOG00000017386",22,34,23,21,25,32,25,16
"ENSRNOG00000033173",0,1,0,0,0,0,0,0
"ENSRNOG00000038616",0,0,0,0,0,0,0,0
"ENSRNOG00000017508",2414,2822,2377,2554,2772,2627,2492,2191
"ENSRNOG00000058451",0,0,1,0,0,1,5,2
"ENSRNOG00000028273",8,6,7,4,10,9,6,10
"ENSRNOG00000017673",826,933,790,821,1054,926,1016,1156
"ENSRNOG00000017795",919,1123,818,1066,1091,910,1031,1201
"ENSRNOG00000018090",5225,6344,5058,5381,5891,5459,6273,6318
"ENSRNOG00000038607",261,295,255,295,253,230,277,439
"ENSRNOG00000058906",101,98,119,191,99,96,179,278
"ENSRNOG00000018217",1694,2051,1886,2236,2115,1876,2291,3931
"ENSRNOG00000038600",590,642,579,614,657,572,650,557
"ENSRNOG00000018250",253,312,308,261,275,190,227,152
"ENSRNOG00000028041",3,7,4,4,3,7,0,4
"ENSRNOG00000053828",1866,2135,1709,1967,2125,1864,2054,2101
"ENSRNOG00000027942",10,11,4,3,6,4,11,8
"ENSRNOG00000027919",364,472,355,470,348,394,370,437
"ENSRNOG00000057297",2434,2809,2574,2307,2006,1663,1755,1792
"ENSRNOG00000053253",5,7,4,2,1,2,6,4
"ENSRNOG00000047204",0,0,0,2,0,0,0,0
"ENSRNOG00000049759",0,0,0,0,0,0,0,0
"ENSRNOG00000018458",0,0,0,0,0,0,0,0
"ENSRNOG00000027855",0,0,0,0,0,0,0,0
"ENSRNOG00000046577",0,0,0,0,0,0,0,0
"ENSRNOG00000027843",0,0,0,0,0,0,0,0
"ENSRNOG00000027811",0,0,0,0,1,0,0,0
"ENSRNOG00000048238",0,0,0,0,0,0,0,0
"ENSRNOG00000046683",0,0,0,0,0,0,2,0
"ENSRNOG00000027808",0,0,0,0,0,0,0,0
"ENSRNOG00000018616",13,24,14,16,9,20,20,13
"ENSRNOG00000018621",276,309,255,322,298,280,278,248
"ENSRNOG00000018642",7651,8603,7732,7012,5984,6327,6123,5554
"ENSRNOG00000032699",45,38,65,54,68,48,34,54
"ENSRNOG00000059590",0,0,0,0,0,0,0,0
"ENSRNOG00000027733",0,0,0,0,1,0,0,0
"ENSRNOG00000027705",0,0,0,0,0,0,0,0
"ENSRNOG00000015527",0,0,0,0,0,0,0,0
"ENSRNOG00000038497",0,0,0,0,0,0,0,0
"ENSRNOG00000038479",0,0,0,0,0,0,0,0
"ENSRNOG00000046339",0,0,0,0,0,0,0,0
"ENSRNOG00000031562",0,0,0,0,0,0,0,0
"ENSRNOG00000049668",0,0,0,0,0,0,0,0
"ENSRNOG00000048095",71,70,39,68,41,65,49,59
"ENSRNOG00000030886",0,0,1,0,0,0,0,0
"ENSRNOG00000047490",0,0,0,0,0,0,0,0
"ENSRNOG00000047206",1775,1837,1501,1628,2102,1780,2137,2073
"ENSRNOG00000014181",0,0,0,0,0,0,0,0
"ENSRNOG00000032819",0,0,0,0,0,0,0,0
"ENSRNOG00000014186",125,145,132,147,115,155,162,128
"ENSRNOG00000014193",2350,2688,2076,2186,2701,2241,2913,2842
"ENSRNOG00000026764",5,0,4,2,1,0,2,5
"ENSRNOG00000056949",0,0,0,0,0,0,0,0
"ENSRNOG00000056331",1763,2099,1872,1693,1478,1238,1356,1323
"ENSRNOG00000054798",0,0,0,0,0,0,0,0
"ENSRNOG00000061661",0,0,0,0,0,1,0,0
"ENSRNOG00000061148",0,0,0,0,0,0,0,0
"ENSRNOG00000014787",0,0,0,0,0,0,0,0
"ENSRNOG00000052287",0,0,0,0,0,0,0,0
"ENSRNOG00000046669",0,0,0,0,0,0,0,0
"ENSRNOG00000056605",0,0,0,0,0,0,0,0
"ENSRNOG00000047986",0,0,0,0,0,1,0,0
"ENSRNOG00000054447",0,0,0,0,0,0,0,0
"ENSRNOG00000031005",0,0,0,0,0,0,0,0
"ENSRNOG00000048028",266,337,285,283,253,279,291,408
"ENSRNOG00000052468",0,0,0,0,0,0,0,0
"ENSRNOG00000022227",34,51,26,34,30,36,57,41
"ENSRNOG00000013548",207,208,170,160,221,218,177,158
"ENSRNOG00000033146",43,45,26,33,35,25,39,23
"ENSRNOG00000038276",0,0,0,0,0,0,0,0
"ENSRNOG00000013890",0,0,0,0,0,0,0,0
"ENSRNOG00000038251",0,0,0,0,0,0,0,0
"ENSRNOG00000051483",533,534,523,484,595,555,497,477
"ENSRNOG00000028449",183,245,237,263,226,203,235,186
"ENSRNOG00000013023",2336,2897,2445,3110,2836,2464,2791,2312
"ENSRNOG00000059444",0,2,0,0,0,1,2,0
"ENSRNOG00000011346",16,11,14,17,14,21,39,19
"ENSRNOG00000011262",374,425,407,494,425,372,376,413
"ENSRNOG00000021800",15,14,11,12,11,7,6,6
"ENSRNOG00000001494",1206,1361,1185,1559,1450,1181,1415,1555
"ENSRNOG00000001493",374,527,357,538,388,364,422,473
"ENSRNOG00000001492",2901,3158,2478,2574,2247,2802,3249,3529
"ENSRNOG00000021390",360,411,378,449,452,395,408,429
"ENSRNOG00000047575",282,315,271,295,309,310,363,280
"ENSRNOG00000060587",277,375,261,322,313,344,342,416
"ENSRNOG00000049028",8,9,3,8,3,6,2,23
"ENSRNOG00000047800",0,0,0,0,0,0,0,0
"ENSRNOG00000049661",155,193,156,218,147,153,190,154
"ENSRNOG00000048848",505,527,540,574,514,455,475,471
"ENSRNOG00000015128",1146,1379,1144,1205,1566,1366,1681,1620
"ENSRNOG00000053001",0,0,0,0,0,0,0,0
"ENSRNOG00000015229",1024,1236,1224,1391,1100,1064,1297,1310
"ENSRNOG00000015304",109,153,114,155,125,101,141,183
"ENSRNOG00000015376",22,44,36,37,29,27,46,28
"ENSRNOG00000015852",2805,3044,2696,2841,2448,2786,3236,3301
"ENSRNOG00000038205",0,0,0,0,0,0,0,0
"ENSRNOG00000028617",0,0,0,0,0,0,0,0
"ENSRNOG00000046915",0,0,0,0,0,0,0,0
"ENSRNOG00000015865",1005,1263,995,1042,1289,1144,1182,1594
"ENSRNOG00000034106",7,13,13,9,8,7,6,12
"ENSRNOG00000015948",29,18,15,29,16,24,25,14
"ENSRNOG00000016055",244,346,269,380,347,357,364,456
"ENSRNOG00000016145",2014,2325,1849,2154,1970,2048,2125,2165
"ENSRNOG00000016434",160,202,185,247,225,212,254,195
"ENSRNOG00000052256",204,237,235,239,237,230,278,130
"ENSRNOG00000016701",10,32,22,11,7,10,13,11
"ENSRNOG00000016756",0,0,0,0,1,2,0,0
"ENSRNOG00000016770",4372,5342,4088,5006,6002,5633,6020,6164
"ENSRNOG00000016863",1901,2410,1819,2850,2684,3191,2591,2701
"ENSRNOG00000027944",6,14,2,16,15,19,8,20
"ENSRNOG00000027936",0,0,1,0,1,0,1,0
"ENSRNOG00000016907",1245,1414,1217,1449,1465,1429,1460,1597
"ENSRNOG00000017198",1,0,0,1,0,0,0,0
"ENSRNOG00000042250",0,0,0,0,0,0,0,0
"ENSRNOG00000027607",0,0,0,0,0,0,0,0
"ENSRNOG00000027288",0,0,0,0,0,1,0,0
"ENSRNOG00000029485",0,0,0,0,0,0,0,0
"ENSRNOG00000034000",0,0,0,0,0,0,0,0
"ENSRNOG00000017519",0,0,0,0,0,0,0,0
"ENSRNOG00000017620",0,0,0,0,0,0,0,0
"ENSRNOG00000042158",0,0,0,0,0,0,0,0
"ENSRNOG00000032940",0,0,0,0,0,0,0,0
"ENSRNOG00000017699",1,2,10,4,0,2,3,1
"ENSRNOG00000044940",0,0,0,0,0,0,0,0
"ENSRNOG00000038101",3,9,2,0,1,2,11,5
"ENSRNOG00000026891",0,0,0,0,1,1,0,0
"ENSRNOG00000051815",0,0,0,0,0,0,0,0
"ENSRNOG00000057645",0,1,4,3,0,1,0,1
"ENSRNOG00000013395",3,0,5,2,5,0,0,0
"ENSRNOG00000013767",149,188,149,150,210,197,202,269
"ENSRNOG00000013847",59,75,70,81,54,100,99,105
"ENSRNOG00000038088",1,2,0,0,0,0,0,0
"ENSRNOG00000014132",81,121,72,123,159,130,141,139
"ENSRNOG00000038087",0,0,0,0,0,0,0,0
"ENSRNOG00000014252",536,731,621,818,832,755,753,685
"ENSRNOG00000014256",221,251,214,291,329,258,244,354
"ENSRNOG00000014353",1453,1679,1288,1697,1620,1615,1868,1800
"ENSRNOG00000061526",0,0,0,0,0,0,0,1
"ENSRNOG00000014984",494,539,409,578,586,583,658,582
"ENSRNOG00000015085",330,399,374,363,405,380,377,389
"ENSRNOG00000047435",0,1,0,2,1,0,0,6
"ENSRNOG00000060146",157,145,122,159,221,185,177,128
"ENSRNOG00000008815",163,250,221,278,199,225,249,219
"ENSRNOG00000015413",523,660,527,561,665,674,697,677
"ENSRNOG00000015844",1122,1451,1160,1403,1342,1277,1194,1321
